0	0	21	1	4.30856419
0	0	10	2	7.05086231
0	0	0	3	4.94573593
0	0	0	4	2.19008636
0	0	3	5	5.76160526
0	0	5	0	2.19571781
0	0	15	0	4.191899299999999
0	0	12	6	3.85551929
0	0	25	7	4.88829422
0	0	1	8	4.15810585
0	0	17	9	3.43457794
0	0	2	2	3.31970501
0	0	11	5	4.24285126
0	0	30	10	5.15787983
0	0	2	0	4.77231979
0	0	27	11	3.8012867
0	0	13	12	3.99025631
0	0	9	0	7.59504366
0	0	3	0	4.68017483
0	0	3	13	3.8944397000000004
0	0	34	10	7.37229013
0	0	29	14	4.60704136
0	0	0	5	5.93988371
0	0	44	15	6.77828264
0	0	6	16	3.90782261
0	0	28	5	4.57105923
0	0	10	0	5.77921009
0	0	20	17	4.50037479
0	0	7	18	4.39680862
0	0	4	19	12.4490252
0	0	22	20	4.74872971
0	0	24	21	4.54404449
0	0	18	22	4.32910538
0	0	8	0	4.02028084
0	0	8	3	3.86655903
0	0	10	23	4.14094925
0	0	15	24	5.14686584
0	0	0	25	7.34915876
0	0	13	26	8.16889286
0	0	0	17	5.546031
0	0	13	19	6.82050514
0	0	13	0	6.19183683
0	0	12	20	8.33815193
0	0	0	20	7.61076117
0	0	28	0	6.2664237
0	0	19	6	9.67643642
0	0	29	0	5.99107885
0	0	7	22	6.44761038
0	0	9	19	4.7943449000000005
0	0	7	14	8.35468102
0	0	25	16	5.96400833
0	0	19	27	4.46934414
0	0	17	0	5.25440025
0	0	4	25	6.5314765
0	0	34	0	7.96320152
0	0	15	8	4.94739056
0	0	11	0	4.74658203
0	0	21	0	8.121586800000001
0	0	15	22	8.22219086
0	0	24	1	7.00444508
0	0	0	13	5.64913368
0	0	0	6	5.16146469
0	0	23	6	8.19696426
0	0	0	16	7.52358484
0	0	7	0	5.33202267
0	0	6	25	8.06387901
0	0	32	28	5.81045723
0	0	10	20	7.94644165
0	0	15	29	6.21657705
0	0	4	16	7.42843962
0	0	32	0	7.25468016
0	0	24	0	6.99906015
0	0	6	0	6.27784681
0	0	22	17	7.99467802
0	0	16	30	4.76011181
0	0	2	22	6.73942614
0	0	18	0	6.81334305
0	0	13	21	9.84633541
0	0	12	0	6.50885391
0	0	27	18	10.8908806
0	0	0	2	6.13095856
0	0	6	7	7.64500427
0	0	44	0	9.33551025
0	0	3	31	6.77141571
0	0	28	32	5.44505119
0	0	30	8	10.6572657
0	0	21	11	9.49151421
0	0	21	8	8.72937393
0	0	37	13	8.24807072
0	0	10	17	5.43826199
0	0	20	20	6.46697998
0	0	0	14	6.86929512
0	0	20	0	6.32051992
0	0	0	27	6.44761038
0	0	0	7	8.12820911
0	0	0	18	7.91106367
0	0	30	0	7.90307426
0	0	18	2	7.54190016
0	0	25	0	6.39341259
0	0	20	23	7.38643026
0	0	0	30	7.11509943
0	0	16	0	6.76970625
0	0	37	25	6.47903967
0	0	27	0	6.51877117
0	0	23	33	5.31952763
0	0	23	0	7.38169432
0	0	0	22	7.75767708
0	0	0	8	6.95905495
0	0	17	11	8.69365597
0	0	24	8	10.1464405
0	0	24	10	9.72444534
0	0	0	15	7.75997353
0	0	0	26	6.62302494
0	0	11	31	8.04230595
0	0	22	2	9.05619621
0	0	28	31	9.40450287
0	0	2	23	7.11872482
0	0	3	26	5.54753971
0	0	17	18	9.50458622
0	0	22	6	7.8463582999999995
0	0	19	0	7.81672621
0	0	6	34	7.16836262
0	0	30	21	9.708185199999999
0	0	0	31	9.23014927
0	0	21	21	8.687825199999999
0	0	28	7	8.27849197
0	0	0	12	7.81672621
0	0	44	25	8.97550774
0	0	28	19	10.0741196
0	0	30	1	9.82798576
0	0	7	8	6.26487637
0	0	4	15	10.744277
0	0	28	9	7.51635122
0	0	28	16	9.708185199999999
0	0	0	34	9.708185199999999
0	0	30	28	8.99903774
0	0	25	34	8.59887695
0	0	23	9	6.65220785
0	0	0	9	7.39118814
0	0	9	27	10.5031147
0	0	21	18	11.350412400000002
0	0	3	21	9.94349957
0	0	22	23	9.346683500000001
0	0	1	0	7.28566885
0	0	27	8	8.20053005
0	0	0	33	10.1977329
0	0	37	16	8.56231976
0	0	37	0	9.41647911
0	0	34	34	6.884504799999999
0	0	20	2	8.62038422
0	0	24	26	8.52705193
0	0	37	26	10.944948199999999
0	0	28	34	8.99113274
0	0	29	22	8.30589104
0	0	16	21	11.4374237
0	0	0	1	7.68899012
0	0	1	11	9.86502743
0	0	27	1	9.08172989
0	0	0	24	9.30272007
0	0	2	20	8.13487625
0	0	0	19	7.25191021
0	0	9	32	12.736707699999998
0	0	6	13	8.62583351
0	0	0	10	9.07314491
0	0	0	11	7.83390474
0	0	32	22	10.7907972
0	0	34	13	8.32189083
0	0	23	20	9.10793114
0	0	0	23	7.2463932
0	0	0	21	8.79836655
0	0	18	8	9.46587181
0	0	9	12	7.75538635
0	0	18	14	8.60421085
0	0	32	8	9.36941147
0	0	24	12	10.171757699999999
0	0	44	5	8.30589104
0	0	7	27	8.48346138
0	0	28	18	9.25035191
0	0	37	15	10.171757699999999
0	0	0	28	8.63131332
0	0	27	9	8.65917015
0	0	34	28	9.41647911
0	0	1	1	10.0066776
0	0	32	10	8.47873306
0	0	25	25	9.74097443
0	0	34	5	8.89367676
0	0	34	31	11.4374237
0	0	22	0	7.87431431
0	0	0	29	6.44144106
0	0	9	26	10.2244015
0	0	19	18	9.90349388
0	0	16	27	9.82798576
0	0	12	17	8.60957336
0	0	19	19	10.4680233
0	0	11	32	9.82798576
0	0	34	1	10.0976496
0	0	6	32	9.66093254
0	0	32	1	10.028657
0	0	34	32	8.41921902
0	0	44	27	9.346683500000001
0	0	1	18	10.944948199999999
0	0	13	30	9.31353092
0	0	21	28	9.42860031
0	0	27	28	10.5031147
0	0	3	34	10.028657
0	0	44	13	10.6164436
0	0	24	30	10.2799711
0	0	43	22	12.736707699999998
0	0	43	1	13.8353195
0	0	17	33	8.66483498
0	0	19	9	10.0741196
0	0	1	30	9.96411896
0	0	9	1	10.6164436
0	0	9	9	10.944948199999999
0	0	30	30	10.308959
0	0	0	32	8.88655949
0	0	7	9	8.85858536
0	0	18	23	10.4680233
0	0	44	16	10.308959
0	0	9	18	11.8894091
0	0	4	27	12.043560000000001
0	0	23	12	11.4374237
0	0	19	15	10.5772228
0	0	33	25	13.142171900000001
0	0	37	19	12.4490252
0	0	6	21	11.5327339
0	0	1	32	12.2258816
0	0	6	10	9.58682442
0	0	6	18	10.8908806
0	0	19	30	10.5772228
0	0	25	31	10.7907972
0	0	24	28	9.92329597
0	0	6	12	10.171757699999999
0	0	6	30	9.94349957
0	0	1	7	12.2258816
0	0	34	16	8.101978299999999
0	0	4	30	11.0627308
0	0	37	12	10.839587199999999
0	0	21	27	10.5772228
0	0	21	5	9.80996799
0	0	24	11	10.6998253
0	0	9	30	11.0627308
0	0	23	19	10.2244015
0	0	34	21	9.57263947
0	0	32	18	11.5327339
0	0	37	30	12.2258816
0	0	34	30	10.6998253
0	0	25	15	9.517831800000002
0	0	32	21	11.6380949
0	0	19	8	11.196262400000002
0	0	37	10	13.142171900000001
0	0	21	10	11.350412400000002
0	0	43	0	13.8353195
0	0	1	14	10.539482099999999
0	0	16	12	10.2244015
0	0	37	34	10.2244015
0	0	33	15	10.6164436
0	0	4	0	9.67643642
0	0	44	7	9.66093254
0	0	25	32	8.00050926
0	0	27	24	12.043560000000001
0	0	44	12	13.142171900000001
0	0	4	34	9.22019958
0	0	19	25	10.8908806
0	0	28	28	8.64236259
0	0	30	16	10.7907972
0	0	1	21	12.4490252
0	0	13	1	10.6572657
0	0	13	33	12.2258816
0	0	4	12	12.4490252
0	0	1	10	11.8894091
0	0	21	34	12.736707699999998
0	0	4	1	12.736707699999998
0	0	1	28	9.86502743
0	0	34	11	11.7558784
0	0	4	21	13.8353195
0	0	34	12	12.2258816
0	0	4	5	11.1272697
0	0	13	10	11.5327339
0	0	21	30	11.1272697
0	0	44	34	12.4490252
0	0	21	32	12.736707699999998
0	0	6	15	10.4680233
0	0	16	16	10.539482099999999
0	0	44	21	12.736707699999998
0	0	23	11	11.7558784
0	0	33	16	12.043560000000001
0	0	33	0	11.8894091
0	0	30	24	12.2258816
0	0	30	11	12.043560000000001
0	0	24	19	11.2703705
0	0	27	33	10.944948199999999
0	0	37	5	10.2244015
0	0	4	13	10.6572657
0	0	30	25	12.4490252
0	0	30	12	11.7558784
0	0	4	7	10.944948199999999
0	0	1	24	10.839587199999999
0	0	34	7	10.4680233
0	0	9	21	12.736707699999998
0	0	21	19	11.350412400000002
0	0	1	19	11.0627308
0	0	33	7	11.350412400000002
0	0	16	7	11.5327339
0	0	34	33	13.8353195
0	0	44	32	11.350412400000002
0	0	9	35	13.8353195
0	0	27	21	11.1272697
0	0	34	25	11.4374237
0	0	34	26	10.6572657
0	0	19	14	11.5327339
0	0	16	32	12.2258816
0	0	44	30	12.736707699999998
0	0	19	11	12.4490252
0	0	30	32	13.142171900000001
0	0	4	32	11.6380949
0	0	44	18	12.4490252
0	0	33	34	13.8353195
0	0	44	19	10.6998253
0	0	19	24	12.736707699999998
0	0	16	34	12.2258816
0	0	33	27	13.142171900000001
0	0	37	32	12.4490252
0	0	19	35	12.736707699999998
0	0	21	24	13.142171900000001
0	0	9	33	13.142171900000001
0	0	25	10	11.5327339
0	0	37	7	11.4374237
0	0	17	35	12.4490252
0	0	33	33	13.8353195
0	0	16	10	11.7558784
0	0	37	36	13.142171900000001
0	0	9	10	12.736707699999998
0	0	12	33	12.736707699999998
0	0	13	37	13.8353195
0	0	32	32	12.4490252
0	0	27	38	13.142171900000001
0	0	37	21	13.8353195
0	0	42	30	13.8353195
0	0	19	7	11.7558784
0	0	33	9	13.8353195
0	0	21	7	12.736707699999998
0	0	9	11	11.7558784
0	0	4	10	12.736707699999998
0	0	33	5	12.2258816
0	0	33	32	12.4490252
0	0	22	33	13.142171900000001
0	0	37	31	13.142171900000001
0	0	33	18	13.8353195
0	0	1	34	13.142171900000001
0	0	22	35	13.142171900000001
0	0	30	34	12.736707699999998
0	0	33	28	13.8353195
0	0	20	35	13.8353195
0	0	37	28	13.8353195
0	0	19	10	13.8353195
0	0	44	31	13.8353195
0	0	23	35	13.8353195
0	0	13	39	13.8353195
0	0	23	34	13.8353195
0	0	18	33	13.8353195
0	1.62924671						
